ProductId,Score,Text
B0041NYV8E,3,"this was ok but I didn't really care for it personnally. It dissolved easily and had a good mild lemon flavor. I didn't really taste the ginger. It isn't something I would pay money for to have again, maybe if the lemon flavor was stronger but it's more of a hint of lemon taste and I do love lemon flavor. Others may like it more, everyone has their own tastes, this is just how it seemed for me and I am a daily hot tea drinker, all flavors. I thought this would taste more like that but in a tea bag you can steep it for more flavor. This has quite a bit in each little package for one serving so it would be very expensive to use more and like all crystals, they aren't evenly blended in the package so you won't get the same flavor everytime if you need to add extra."
B000GAT6NG,5,"This is 100% organic, unrefined coconut oil.  Yes, it tastes like coconut, but it is supose to.  A food should taste like what it is!<br /><br />The nutritional value of this food is outstanding.  It contains a lot of lauric acid which is also found in mothers milk and is both antifungal and antimicrobial.  It is stable at room temperature and does not become rancid quickly like other popular cooking oils.  It requires very high heat to release free radicals (I do prefer red palm oil for high heat cooking options because it does not release free radicals at all).<br /><br />My Suggested Uses:  smoothies, slow cooked baked goods, sauteed foods, mixed with maple syrup over popcorn, homemade cosmetics, and as an occasional conditioner for dry ends of long hair."
B0041NYV8E,4,There is nothing sissy about this Ginger lemon drink.  The taste and aroma are incredible but it's also soooo smoothe going down you'll want Rob Thomas and Santana doing the sound track of your afternoon break.  The powder pack mixes instantly without clumps in hot water.  I understand that each serving has less than 75 calories which is reasonable.  I added a little soy-milk because of habit but also liked it without.  This is a good drink without caffine to use before bed to wind down a little.  I'm going to buy it for a pantry stock item.
B004EAGP74,5,"I have been using this product for a few weeks now, it is sooooo much better and smoother than what I used before. It is highly recommended!"
B000NMJWZO,5,"I have tried many glute-free flours in the quest to have common foods that actually taste good.  This is by far the best one I've found.  I've prepared pancakes, shortcake, muffins and served them to guests, including children and teenagers, all of whom enjoyed the food.  I'm still struggling to find a good (and easy) oatmeal cookie recipe, though."
B0041NYV8E,4,"If you don't mind the taste of ginger, then this is a great product. It takes a few drinks to get used to it, but then it starts to grow on you. It is very soothing to your stomach. I highly recommend you try it."
B004EAGP74,5,"This coconut oil tastes great. It has lots of health benefits and is easy to use in baked goods. I don't like the coconut flavor in savory foods, but that's just me. I always buy this coconut oil because of the great quality and price."
B000NMJWZO,5,"Versatile says it all - I have yet to use it for a pancake mix - however, have used the mix to make southern style cornbread (my southern born husband loved it!).  One of the best ways I have used it was to make fried chicken tenders by making a batter with the mix then roll the battered chicken tenders in the dry mix and fry in a deep fryer - another big hit with my southern husband - and use honey mustard as a dip for the cooked chicken tenders.  Check out Pamela's website for several recipes for the mix.  For gluten intolerant folks - this products is heaven sent."
B0041NYV8E,3,"This is instant drink with lots of ginger flavor it it.  In some ways it is almost like drinking ginger tea without the tea bag. Drink has very dark color and in my cuup it almost looked like coffee.  Taste is very interesting.  If you like ginger already, you will enjoy strong peppery ginger taste.  What is unusual about this drink is that it has a very sweet aftertaste.  For me personally, it was too sweet.  I could not find a list of ingredients to confirm if this drink uses any artificial sweateners and that is why I doubt I would try drinking it again.  I just was not sure what is the calorie intake for this beverage.<br /><br />If calories are of no concern to you, than this is definitely a fine drink to try.  All you do is pour hot water and it's done."
B000KV61FC,4,"I bought this for my teething 5 month old Pitbull and she seems to love it.  Of course, I don't think she quite uses it the way its intended.  She mainly just chews on the bottle but I think she might also be trying to open the end that screws on because she opened it once and got the treats and since then she goes straight to that part of the toy.  Either way it keeps her busy."
B004EAGP74,5,This is my favorite source for Organic Coconut Oil thus far! Nutiva is a great company doing really great things!
B000GAT6NG,5,"This is a wonderful product.  We have tried several other brands.  The health benefits are amazing.  We use it for a substitute for shortening in baked goods(pie crust, cookies, etc.) We also prefer it now for frying eggs, potatoes, pancakes, everything, as it is much more stable at higher temps. --A word of caution, if you don't like coconut taste, it will take some getting used to.  My oldest daughter(17) falls into this catagory. She is now accepting it more and more.  The other 4 kids have had no trouble making the switch.  It is interesting that we now eat more healthier fats and fats in total, yet have lost weight.  My husband and I have each lost between 10 and 15 lbs. using this product, along with making other healthy changes in our diet.  Enjoy!"
B004EAGP74,5,"This is a great quality coconut oil at a great price!! To try to buy it by the pound at a local health food store is outrageous in price per pound. This oil I love for cooking,baking,eating cold in yogurt,and it's a great skin moisturizer. Light coconut flavor without overwhelming fried foods..highly recommended~~"
B0041NYV8E,2,"The crystalized ginger drink tastes much the same as other such drinks readily available at many Asian markets at half the price. I see other reviewers complained about after taste and it being too strong. I haven't run across a ginger drink that is too strong, so maybe it is just me but this one is relatively mild. At first, I didn't taste anything bad in the after taste but I wrote the review before finishing the drink... then went back to revise. Yes, not as good as I thought after the flavor lingers. It is a mediocre product at an premium price."
B000KV61FC,4,"This is a nice change of pace for my dog from the kongs. Lately, everyone has been making their treats smaller and easier to get out of the kongs, so I'll definitely be using this more. I have a 55 lb border x who is a chewer with separation anxiety. This is a nice addition to the collection."
B006MONQMC,2,"Like so many low or no-calorie, water flavoring drinks, the Vitamin Squeeze has a cloying artificial sweetener taste, sucralose in this instance.  The Fruit Punch flavor is more reminiscent of Kool Aid than any naturally occurring fruits.  Indeed the ingredients list ambiguously ""natural flavor"".  The shtick on this drink is that it has a few added vitamins (A, C, E, B complex) to give you the illusion of healthfulness.  If this is how you are getting your vitamins, you seriously need to reassess your diet.  Finally, the coup de grace is caffeine.  My favorite drug of choice and peak-me up. There is 40 mg per squeeze.  Roughly 1/3 to 1/2 of a cup of coffee, or half of a 9.5 ounce Red Bull.  Because of the caffeine, this is not a kids drink!<br />The list of ingredients is a series of chemicals (vitamins, artificial sweetener, caffeine, etc.), so how they get away with the ""All Natural"" label is a wonder of modern marketing.  As is the ""natural caffeine"".  As opposed to what?  Artificial caffeine?<br /><br />I am impressed by the packaging genius of this container.  The one squeeze per 8 ounces of water (24 squeezes in the bottle) is super convenient and brilliant means of delivery.  No messy measuring.  If it works for ketchup and mayonnaise, why not for concentrated energy drinks."
B0041NYV8E,4,"If you have had any Tazo chai - think of this as something 10 times more stronger.<br /><br />First of all, it is not a tea bag, it is small sachet with powered Ginger in it, you empty one pack into 250 ml of hot water and the powder completely dissolves in it.<br /><br />When  you start to enjoy it - almost instantly it gives you an instant kick of strong Ginger flavor + light lemon flavor, you can feel it pass through your throat and feel the spicyness.  Overall, I loved the taste and the strong dose of flavor in it, if you think it is too strong, just add some more water.<br /><br />You can enjoy it on one of the winter days/cool it down for summer drink and I think it is going to be really good when you have a cold/cough - just add a few drops of Honey and it should give a good relief.<br /><br />I emailed the company to get a full list of ingredients and still have not received any response back - hence loses a star on the product rating."
B000GAT6NG,5,"For those looking for a healthier alternative to butter and vegetable oils, coconut oil is great!!! I use it as my primary cooking oil, so this large jar is perfect for me. It doesn't need refrigeration like other coconut oils I've purchased, which is convenient.<br /><br />A neat thing - some doctors actually recommend daily doses of coconut oil. Also, you can use on your skin (which is better for you than petroleum-based products)."
B0041NYV8E,4,"I am a complete novice about ginger tea and ginger beer (didn't even know there were such things until I read a review of this product).  I was most surprised when first drinking this beverage mix, added to hot water, at the strength of the flavor and the bite it leaves on the tongue.  There is nothing tepid about it.  However, if the drink is too strong for your taste, it can be weakened, but still taste good, by putting it on ice.<br /><br />The flavor of the honey and lemon is easily distinguishable.  So you have to be a lover of ginger in liquid form to really appreciate this instant drink.  I like the fact there are no bags, it's easy to prepare.  You just pour.<br /><br />It's really up to one's individual taste as to whether or not this drink will be appealing.  As for myself, I think I might drink it as a remedy for indigestion (rather than over-the-counter pharmacy remedies); however, for pleasure, I would choose something else."
B0041NYV8E,3,"Lemon and ginger: two very strong tastes!  This is exactly what you want to drink after a big meal, these two herbs in combination, to aid digestion.<br /><br />Tastewise, this is strong stuff. I had to dilute mine quite a bit from the recommended amount of water.  It tastes fine hot, and tbh I actually prefer it cold, but in between, where it's just warm? It's pretty unpleasant tasting and overpowering.<br /><br />I don't think I'd drink this as an energy drink, but as a post-dinner sort of cool sipping drink, this is quite refreshing."
B004EAGP74,5,"I really like Nutiva's brand of coconut oil, it seems to be the cleanest by far.  I use this with oatmeal, and to pan fry just about anything.  It makes for amazing ham and eggs.  The only thing I don't care for is the plastic jar (yeah yeah, everyone has to watch costs) so on a hot day I will transfer mine to Ball glass jars."
B0041NYV8E,4,"This is an interesting, strongly ginger flavored beverage. If you don 't like ginger its not for you as ginger is the predominant flavor."
B000GAT6NG,5,"I've been purchasing the Nutiva via subscription, in the two-pack jars. Recently I found the 8 pound pail available, and decided it would be a good purchase since coconut oil has such a long shelf life.<br /><br />Having seen another review that said there was a difference between the pail product and jar product, I was concerned. However, after having used both I can assure you that the product you buy in jars is the same product packed in the large pail.<br /><br />Eight pounds of wonderful coconutty goodness, creamy and fragrant and delicious! Since it turns liquid in warmer temps, I poured the liquid into my olive oil dispenser and can now add oil to my skillets without having liquid coconut oil running all down the sides of the jar. When the weather cools down I'll have to make other arrangements, of course. But this coconut oil is fabulous and a bargain at this price!<br /><br />I might have to order another one soon as my mother likes this also, and took some of my coconut oil.<br /><br />*Edit 6-14-11: when I purchased this and raved about what a bargain it was, the pail cost me just a little over $50.00  You may find that doing the math on any additional price increases changes whether this is a bargain for you or not."
B000KV61FC,1,"Granted I didn't take into account that my dog would chew through the rope, but my Pit had this destroyed in less than 10 mins.  The sides of the bottle are too deep to really dispense without having to tip the bottle, so she got a little frustrated trying to get the treats out.  She ended up bringing the toy to people to get the treat out for her.  Well, she got tired of that and just decided to eat the rope off.  I was really excited to get this toy too, she needs mind games to keep her busy.  This one just doesn't hold up.  Totally not worth the $20 I wasted.  I'm sticking to Kong and West Paw toys from now on.  They are the ONLY brands I have found to hold up and cost less than the new poser brands coming out."
B000NMJWZO,5,"Every member of the family loves ""mommy pancakes"" made from Pamela's. I'm the only wheat-free, gluten-free person in the household and do a majority of the cooking and baking. The pancakes are wonderful - add blueberries or bananas or brown sugar and cinnamon to make them even better!!"
B000GAT6NG,5,"I absolutely love this stuff,i use it for my hair and i no longer have any frizz and i am totally in love with this product."
B0041NYV8E,5,"This is among one of my favorites out of the other Gold Kili drinks. Since it's sweetened with honey, the taste is more natural and I don't feel as bad drinking a lot of it. I mostly drink it cold, like any other beverage, but it's also good when hot. I think it's the best remedy when I get indigestion; it's very soothing and really settles my stomach."
B006MONQMC,4,"This was better than I expected it to be. I was really worried that it was going to have that terrible aftertaste that a lot of drinks without sugar in them tend to have, and while there is a little bit of that aftertaste, it's not that bad and it certainly didn't stop me from drinking this.<br /><br />I like that there are vitamins and electrolytes in this, but I did not notice any ""kick"" from the supposed energy that this is supposed to provide.<br /><br />Someone else mentioned in their review that they added this to crystal light, and I think it would be interesting to try adding this to sprite."
B0041NYV8E,4,"The ginger in this drink is almost overwhelming. It is so strong that when I would go to take a sip, I would almost choke before I even had the drink in my mouth from the fumes of it.  Then, after swallowing, my tongue and throat were still burning. The ginger tastes like actual ginger root, not artificial. Under the very strong ginger taste, you can taste a little bit of lemon and the drink is sweet.  I can't say that I would buy this drink in the future, but if you really like the taste of ginger, you won't be disappointed in this drink.  It was easy to prepare and dissolved nicely in hot or cold water.  The ginger taste was much stronger when the drink was hot."
B000KV61FC,3,"<span class=""tiny""> Length:: 2:01 Mins<br /><br /></span>This video shows Taxi (soft coated wheaten terrier) opening and playing with his Christmas/10th Birthday present... a Tug-a-Jug. He's played with it a few times now and he still doesn't get that he needs to pull the cord to get the treats to come out -- although he really enjoys knocking it around until the treats accidentally fall out. I bought the large size after reading the reviews because of the cord. The large size had the plastic cord which is easier to clean. The smaller size has the rope cord. Taxi is not a big chewer, so I felt comfortable that this toy would durable - and it is. I filled it with stinky treats which he can smell through both ends... but those treats upset his tummy a bit, so I'm going to have to try something else. I couldn't find the ingredients of the treats that are sold with the Tug-a-Jug, so I didn't buy those."
B000NMJWZO,1,"The bread made from this stuff is TERRIBLE!  Crusty, Dense, Sweet!  Can't make a meat sandwich out of it because it is so sweet!  Try Gluten Free Pantry Favorite Sandwich or French Bread & Pizza Mix, they taste like real bread!  Like I said, it's sweet and has an overpowering flavor that ruins anything you try to do with it."
B000KV61FC,5,"I recently adopted Jake, a 3 yr old German Shepherd Mix from a GSD rescue organization and was excited to introduce him to a variety of new toys.  Most he destroyed within minutes. The Busy Buddy Tug-a-Jug is his favorite toy and keeps him challenged and entertained for long periods of time, while other toys get tossed aside.  He has easily figured out how to maneuver the bottle to obtain the kibble inside and it's adorable to watch how excited he becomes when he wins the prize...each and every time.<br /><br />I know that other reviewers have complained that it's difficult for the dog to get the food to come out. Perhaps the pieces are too large or the rope is not extended.  Keeping the rope fully extended for him, Jake is able to retrieve the kibble...not with complete ease...but with a little effort and determination. I would highly recommend this toy for a dog in need of a fun and durable toy that will keep him mentally stimulated."
B000NMJWZO,5,"After my husband was diagnosed with celiac disease 9 months ago, I, as the chef in the house, decided it would be easier to have a gluten free home to avoid cross contamination or accidental ingestion of gluten.  I tried Pamela's baking mix because of the good reviews, the price, and of course the convenience.  I have used this mix in a number of bisquick casserole type recipes without a problem.  We have made many of the recipes on the package and on Pamela's website with great success.  This starting off point has given me the courage to try baking with other flours as well, but there will always be a bag of Pamela's on our shelf!"
B000NMJWZO,5,"When I first found out a few months ago that I have Celiacs, I thought I would never be making some of my favorite baked recipes again. I bought a couple of bags of gluten free flours and found them gritty and not to my liking.<br />  I then did a lot of research by reading other peoples reviews of products and found Pamela's baking and pancake mix had rave reviews. To my delight, I have made several of my own recipes with great results. I made these desserts for our 4th of July party and nobody knew they were gluten free. I had to tell my sister and my grown son (also recently diagnosed with Celiacs) that they could also indulge in these tasty treats. I'm looking forward to trying more of my longtime treasured recipes. I would also like to thank Amazon for the great price on these items. I priced one 4 lb. bag at my local health food store and was shocked to see the 26 dollar price tag."
B004EAGP74,5,"I've tried two of the major coconut oil brands that I order via the internet. I've been using the oil in food and on my skin for about 5 years. I ordered this just to see how it tasted because the price was so good, if it didn't taste right, I'd just use it on my skin. It is the BEST tasting oil I've tried. Tropical Traditions, Coconut Oil Supreme pale in comparison. This is truly a coconut oil you could eat right out of the jar. If you want to try a coconut oil that tastes as good as it smells, this is it. And the price is fabulous. Yea, Nutiva and Amazon!"
B006MONQMC,5,"What a fantastic idea. Fill up a glass or water, squeeze a dose of Vitamin Squeeze Energy into it and you have a delicious fruit punch that tastes great and is easier to drink than water alone. I love it. It also lasts for a long time since it doesn't take much to make a drink."
B0041NYV8E,2,"The smell of ginger is so overpowering that several of my co-workers walked in the break room and said, ""yuck, what's that smell?"" I drank it warm and it definitely burns the throat with the strong ginger taste.  The aftertaste is what was the worst, it tasted like old lemons. I love Moscow Mule's and Ginger Beer but just couldn't handle this, it was just too strong, both in taste and smell.  You'd better be a ginger lover, that's most definite."
B006MONQMC,4,"We have all seen the commercials lately for little squeezy bottles of flavoring, energy, vitamins you can squirt right into any bottle or glass of water. Apparently its all the rage to do this, I thought since I am a happening gal I better get to squeezing.<br /><br />Vitamin Squeeze is a largish bottle, sort of like a mini ketchup squeezer except this isnt for Fries or a burger. Its for your water. Because drinking plain old water just wont hack it anymore. This product, with one squeeze per 8 oz of water will give you 120% of your vitamin C for the day, 40% of your Vitamin B3 B5 B6 and B12, 40 mg of caffeine, 10 mg of Taurine, and lotsa Electrolytes.<br /><br />So its an energy drink with perks. How does it taste? Well this is the Fruit Punch flava and it taste pretty fruity punchy, very very sweet, a bit overwhelmingly so. But I liked it just fine. Its good to have if you havent had your coffee, and flintstones, and need a boost for the day. I dont think anyone should be chugging this on top of already having caffeine or your fruits for the day."
B006MONQMC,3,"As a new mom, I could use some extra energy and when I saw this, I thought it would be perfect for me. One of the pros is that it has lots of B vitamins in it with no sugar, carbs, or calories so you can use it even when dieting and it's not unhealthy for you like all those sugared up energy drinks like Red Bull. I also liked that it added flavor to a bland glass of water, but the flavor was not quite fruit punch, but more like a bitter cough drop, so it wasn't tasty to me. I couldn't get past the after taste either. Aside from bad flavoring I liked the easy squeeze container so there's no measuring/mixing like with powdered style flavorings - I could squeeze it right into a bottle of water and use as much or as little as I wanted.<br /><br />What I didn't like about it besides the taste, is that it DOES NOT give you extra energy. I felt no bursts of energy or even a mild increase. Bottom line is it gives you a weird flavor and some vitamins but don't look to have the energy of the Energizer Bunny from it."
B000KV61FC,1,My one year old Lab. loved the bottle filled with his kibble. The kibble fell out when tossed around. He carried the bottle into the kitchen started tossing it and it cracked when it hit the tile floor at the screw end  ALL kibble fell out and it broke into sharp pieces and it was a scramble to get the piece before he tried to eat and swallow them.  You know Labs they will eat anything halfway looking like food.  The bottle is not very durable on hard surfaces.  The same would have happened on the patio deck I am sure.  Expensive for the 30 minutes he used it.
B000NMJWZO,5,This has been an excellent product for us.  They include wonderful recipes on the back of the package.  One heads up though:  the Pumpkin Loaf Cake was excellent the second time I made it.  There is a misprint in the recipe...it should be 1 CUP not 1 CAN of pumpkin.  lol  There was a correction on their web site.
B000KV61FC,5,"At first my dog was unsure, but it didn't take long until he was chewing, biting, and scratching at the toy.  He played with it for HOURS over a two-day period. He finally got tired of it, and I put it away for another time when it be ""new"" for him again.  Great toy!  (By the way, I bought size small and it is the right size for my 16 lb. dog.)"
B000NMJWZO,5,"I'd been using the ' Stonewall Kitchen Pancake & Waffle Mix ' for a couple of years.  It's quite good, but it had the same problem that I'd found with all other pancake mixes.  If I had pancakes left over and reheated them the next day, they always came out dry.  Then I saw that the reviews for ' Pamela's Baking & Pancake Mix' were great.  I picked up a bag of it at the local Whole Foods.  I was a little leery at first, because the package said that it is gluten and wheat free, but my leeriness was probably due to my lack of experience with this category of products.  As I did with the Stonewall Kitchen mix, I modified the recipe.  I used two eggs, instead of one.  I used butter ( probably about a quarter stick ), instead of oil.  I used milk, instead of water.  To my great pleasure, they not only were quite delicious, but when I reheated the leftovers the next day, THEY WEREN'T DRY!  Now I know why the reviews are so favorable.  My future purchases of this fine product will be from Amazon, because of the great price."
B000NMJWZO,5,"Diagnosed with Celiac in the last 6 months, I have struggled to find flour products that taste as good as those I used to have.  I love Pamela's!  I use it for everything, coating meat, making muffins, and of course breakfast.  I made the waffles for my grown children and they agreed that they taste better than ""regular"" waffles.  Try the waffles, they are amazing."
B000NMJWZO,5,"You can't beat Pamela's and the Amazon price is terrific.  If you want great cookies, biscuits, etc., buy Pamela's!  Easy to use, great tasting, etc."
B0041NYV8E,2,"I prefer ginger tea when I'm feeling under the weather but don't often have fresh ginger on hand.  I tried Gold Kill All Natural Instant Ginger & Lemon Beverage in the hope that this might be a convenient alternative to fresh ginger tea.<br /><br />Gold Kill All Natural has a strong ginger taste.  I used nearly 50% more water than the amount suggested, but the ginger tea was still much too sweet for me.  If you like your drinks very sweet, you might enjoy Gold Kill.  I would have liked it better if it had 1/3rd the sugar."
B006MONQMC,5,Awesome....  I've been a fan of mio because i just like flavored water better than plain....so this kicks it up Notch with the vitamins and natural stimulants.  My wife calls it redbull water and i think its the right nickname.<br /><br />I'm not through my first squeeze bottle and it has made more than 20 bottles of water into redbull water.  I've even mixed it with diet fresca and its great carbonated that way....<br /><br />Easy buy...now I want to try turret other favors
B006MONQMC,5,"I love the taste, I love the packaging, I love the convenience, I love the vitamins -- it's all good! This is a super product to keep in the break room refrigerator and mix up just enough when I need it. There's no waste, because I can make it as strong or light as I wish.<br /><br />This is a good product that I will definitely purchase again and again."
B004EAGP74,3,Ok this coconut oil smells like alot of butter than coconut oil. I was expecting a fresh coconut oil smell like a tropical island smell this is not it. My mother and my sister do not like the smell at all but coconut oil is suppose to be really good on your body and I would really like to use it but I cant stand the smell. Did I get a bad batch because everyone on here thinks its smells sooooooooooooo good Im not gettting that at all..... is there any other brand?
B004EAGP74,5,"Aside from the restaurant-sized bucket, this is the best per volume price I've found on this product.  I love this product.  It's great for skin care as well as a food staple.  MCT (medium chain triglycerides) are touted in several books to improve overall health, cure obesity, diabetes, high cholesterol, etc.  If that's the case then I'd rather use it than pharma.  As far as shipping, it was very fast and the product arrived in mint condition."
B004EAGP74,5,We have enjoyed using this product.  I like it specially for cooking lightly breaded fish or vegetables.  It gives a faint pleasant taste of coconut.  I can hardly wait to do some tropical dishes.
B004EAGP74,5,This product works really well. I use this basically for my hair and a little goes an extremely long way. Coconut oil has reduced the breakage and shedding in my hair and is wonderful.
B000GAT6NG,5,"I am loving this brand, and using it for everything from cooking, to eating to skin, its so worth buying...my second order is now in, now I will simply have it simply shipped to me, and relax my way into better health '"
B000NMJWZO,5,"This is a great all around baking mix to have on hand.  We love the cookies, cakes, and pancakes you can make with this mix.  The recipes are simple and she offers more online.  We always find regular recipes and substitute this flour.  Each and every time our recipes turn out great.  I have taken my various recipes where I used Pam's Baking Mix and I have had alot of compliments.  People who don't eat gluten free don't ever know the difference."
B0041NYV8E,5,"This ginger/lemon beverage was such a nice surprise. Usually when you get something with ginger you barely taste it but this product has quite a big punch of hot spicy ginger with a touch of lemon and just sweet enough but not too sweet. Also no artificial sweetener which is a must for me. I just so happened to be coming down with a stomach bug when this arrived and it was just what I needed to fight the nausea and upset. I will buy this again, it was a nice convenient  way to get a cup of my beloved ginger tea without having to grate the root myself or squeeze the lemon. This tastes just like I did all the work but all I did was boil the water! If you find fresh grated ginger too hot and spicy this is not for you, it is very spicy and wonderful!"
B0041NYV8E,2,"I usually make my own ginger-lemon tea, most often to keep colds at bay (as per the recommendation of Kimberly Snyder in <a href=""http://www.amazon.com/gp/product/0373892322"">The Beauty Detox Solution: Eat Your Way to Radiant Skin, Renewed Energy and the Body You've Always Wanted</a> (her immunity tea recipe is also available on her blog).<br /><br />I'm always looking for an on-the-go alternative to making the tea from scratch for the time when one is traveling and might not have the option of buying fresh ginger and fresh lemon, but at the time when one is more susceptible to a cold (lower immunity due to stress, jetlag, lack of sleep, etc.). Having to only add hot water definitely saves a lot of effort of tracking down the ingredients and time to actually peeling the ginger, squeezing the lemon, etc.<br /><br />I have tried the <a href=""http://www.amazon.com/gp/product/B002SWB73C"">Instant Ginger Honey Crystals Pack of 30 Bags - 18 g Sachets</a> and found those to be very heavy on the ginger. Comparatively, Gold Kili All Natural Instant Ginger & Lemon Beverage, which similarly comes packaged in a bag and needs to be mixed with water, doesn't taste overwhelmingly gingery.<br /><br />However, the Gold Kili product tastes incredibly sugary. It's the kind of drink that gets worse the more you try it. The first sip seems acceptable, the second seems iffy, and then before you know it, your body decided that it's a bit more sugar than you bargained for. I appreciate the fact that it's caffeine-free, but must it be overwhelmingly sweet to block the taste of ginger?"
B000NMJWZO,5,"this is the best gluten free pancake/baking mix, better then regular bisquick. makes the best cookies. we use it all the time"
B006MONQMC,4,"This is really a great product. Compared to the other water enhancers, this one is far and above. The vitamin content is attractive, the flavor is pleasing, the price is right.<br /><br />One drawback: it requires refrigeration. So many times I would grab a bottle of water and down it before I realized I had the Vitamin Squeeze in the fridge. Forget about throwing it in your backpack and taking it with you. That's kind of unfortuante really. It's a much better product than something like Mio - except for that."
B000KV61FC,4,I got the small for my chihuahua.  He loves it.  I'm giving it fours stars because the bottle is much bigger than what I expected(It could be my fault for not understanding the dimensions).  The dog food comes out easily at first and as the food level drops it does get more challenging.  It keeps him engage and slows down his intake of food.
B004EAGP74,5,"I have just recently begun using VCO for nearly all of my cooking.  After purchasing two books on the benefits of coconut oil, I have purchased several different brands of oil.  The Nutiva Organic EVCO is by far a superior oil with a delightful flavor.  The price from Amazon if you are a Prime member is the best I have found for this quality of oil.<br /><br />I began eating the oil mixed in about 1/2 cup of cottage cheese because I read on a forum that cottage cheese has properties which help the body assimilate the oil.  Since then I have expanded to many other uses.  I use the oil to sautee garlic, onions, peppers, etc for all of my soups and stir frys.  I spread it on toast and add it to my corn bread.<br /><br />In just the first week of eating coconut oil regularly I noticed that my chronic aches in my joints and muscles subsided.  My skin is smoother and blemishes began to disappear.  I began using it as a topical ointment on my hands, feet and face along with knees and elbows.  It is a much better skin conditioner than almost anything else I have used.<br /><br />I found that it also works great as a conditioner for all of my wooden cooking utensils and I rub it into my cutting boards to condition them.  It is far superior to mineral oil!<br /><br />I have introduced the oil into my husband's diet also.  He has been a Type II diabetic for about 15 years and just turned 77.  He is beginning to notice positive benefits also.  He particularly has noticed more mental acuity.  He adds the oil to his morning cereal and spreads it on his toast and really enjoys the flavor.<br /><br />I am so happy to have found this wonderful Nutiva oil and appreciate its many benefits.  I find it kind of addictive.  I now look forward to adding the oil to more and more foods and it seems to make nearly everything, including eggs, soups, stews, casseroles, muffins and breads more delicious.  I highly recommend the Nutiva brand of Organic EVCO for a huge variety of uses.  To those who think it has too much coconut flavor - well, I guess you can't please everyone.  Try it and decide for yourself.  The health benefits are worth it!  This oil has given me a new energy and improved my health so positively that I would recommend it to everyone.<br /><br />The only downside I can mention is the plastic container.  It would be better if it were packaged in glass, but hopefully all those anti-bacterial, anti-fungal and anti-viral properties of the oil will negate the use of a plastic container ;-)"
B000GAT6NG,5,"When it arrived the oil was melted but that was to be expected after walking around with it going to class in SC. When I got back to my dorm it was already beginning to thicken up. I was also very happy to see that there was no spill. I got this coconut oil to use in my hair and I could not be happier. My hair is really soft and it seems like its melts away kinks and tangles that can come with hair 7 weeks post relaxer. My hair is super soft, moisturized, and shiny. I'm also seeing less breakage and shedding. At first I thought the oil smelled weird, but it's probably because I don't know what fresh coconut smells like. It smells spicy like pumpkin at first and then I smell coconut and I'm like ooooooh okay, that smells really good. I plan on buying a fresh coconut just so I can know what it smells like. It also feels great on my skin; it soaks in almost instantly and leaves my skins soft while feeling like I didn't put anything on at all. Before I did anything with it, I tasted it, to me it didn't taste like anything, it was only a little though. I'll probably still buy a separate jar for food purposes because of the health benefits.<br />All in all I'm extremely happy with this purchase and I will only buy this brand of coconut oil. I bought coconut oil from a natural diy/aromatherapy site that wasn't living up to the known benefits of coconut oil when used in your hair, it also wasn't unrefined and I think it is the cause of seborrheic dermatitis that I'm currently dealing with. But since I've stopped using that coconut oil that issue is just about nonexistent. So make sure what ever oil you are using is unrefined and organic!"
B0041NYV8E,4,"This is a delicious, easy, no-mess way to enjoy a ""tea.""  Great for on-the-go, as all you'll need is warm water.  I made the packet with 6 ounces of water, which produced a tea with pleasant sweetness and a definite ginger bite to it. The lemon is there, but a bit overpowered by the ginger.  If you like less of a bite, use 8 ounces of water."
B000KV61FC,2,"This is made out of hard plastic. I bought this for my Shepherd that loves to chew. She's not interested in playing with it at all. It's made to be a educational for dogs,  I guess she just got bored with it. On the plus side your human kiddos will like it."
B006MONQMC,4,"There is a lot to like about this drink. The flavor is rich but not too sweet. The size of the bottle is larger than its competitors The drink is touted as an energy drink and has 40mg of caffeine, about the same as an 8 oz can of Coke. The issue with this is that people tend to squirt different amounts in their water so the serving size as well as the caffeine intake is subject to this.<br /><br />The other issue I have with all of these drinks is that you must use the bottle up in a month once it is opened. This drink, unlike Mio, must be refrigerated after opening so you cannot carry it around with you. It is also too large to carry around in a normal sized purse.<br /><br />The drink also claims it has 120 mg of vitamin C in every portion. The daily recommended intake is 70 mg so drinking this should fill one's quota-I would hope.<br /><br />All in all there is a lot to like about this drink and very little to dislike."
B000GAT6NG,3,"I received the product without incident.  I just am not convinced that it is with any merit.  I don't feel any different, my sugar levels remain the same.  I guess time will tell.  I don't think i would recommend purchasing this product."
B000KV61FC,4,Was reccommended by the Vet and ordered it right away.  Dog loves it and keeps her busy for hours.
B000KV61FC,5,"My Chesapeake Bay Retriever has a ton of fun with her tug-a-jug, but not as much fun as I have watching her play with it.  Her tail wags like crazy when I give it to her loaded with her favorite treats.  I have even used it for training as it is easy to give a food reward for compliance.  It has held up well and has kept her interest from day one.  I highly recommend this toy for any dog."
B000NMJWZO,4,"I have been using Pamela's for almost a year and find that it makes yummy pancakes, waffles, cookies and drop biscuits. I use it as a replacement coating for fried chicken, chicken fried steak and fried zuchinni.<br /><br />The draw back is that it does not make very good gravy. It is thin and watery. Also, I have tried making loaves of bread with it and they always turn out crumbly and the dough does not rise very well, even after doubling the leavening.<br /><br />Hope this helps you."
